2023-11-16 21:38:59,955 INFO    StreamThr :575079 [internal.py:wandb_internal():86] W&B internal server running at pid: 575079, started at: 2023-11-16 21:38:59.955589
2023-11-16 21:38:59,956 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: status
2023-11-16 21:38:59,957 INFO    WriterThread:575079 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/run-ot0ixqi2.wandb
2023-11-16 21:38:59,958 DEBUG   SenderThread:575079 [sender.py:send():380] send: header
2023-11-16 21:38:59,960 DEBUG   SenderThread:575079 [sender.py:send():380] send: run
2023-11-16 21:39:00,185 INFO    SenderThread:575079 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files
2023-11-16 21:39:00,186 INFO    SenderThread:575079 [sender.py:_start_run_threads():1122] run started: ot0ixqi2 with start time 1700192339.955515
2023-11-16 21:39:00,209 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: check_version
2023-11-16 21:39:00,209 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: check_version
2023-11-16 21:39:00,329 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: run_start
2023-11-16 21:39:00,382 DEBUG   HandlerThread:575079 [system_info.py:__init__():32] System info init
2023-11-16 21:39:00,382 DEBUG   HandlerThread:575079 [system_info.py:__init__():47] System info init done
2023-11-16 21:39:00,382 INFO    HandlerThread:575079 [system_monitor.py:start():194] Starting system monitor
2023-11-16 21:39:00,383 INFO    SystemMonitor:575079 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-16 21:39:00,384 INFO    HandlerThread:575079 [system_monitor.py:probe():214] Collecting system info
2023-11-16 21:39:00,385 INFO    SystemMonitor:575079 [interfaces.py:start():190] Started cpu monitoring
2023-11-16 21:39:00,385 INFO    SystemMonitor:575079 [interfaces.py:start():190] Started disk monitoring
2023-11-16 21:39:00,387 INFO    SystemMonitor:575079 [interfaces.py:start():190] Started gpu monitoring
2023-11-16 21:39:00,388 INFO    SystemMonitor:575079 [interfaces.py:start():190] Started memory monitoring
2023-11-16 21:39:00,390 INFO    SystemMonitor:575079 [interfaces.py:start():190] Started network monitoring
2023-11-16 21:39:00,426 DEBUG   HandlerThread:575079 [system_info.py:probe():196] Probing system
2023-11-16 21:39:00,429 DEBUG   HandlerThread:575079 [system_info.py:_probe_git():181] Probing git
2023-11-16 21:39:00,481 DEBUG   HandlerThread:575079 [system_info.py:_probe_git():189] Probing git done
2023-11-16 21:39:00,481 DEBUG   HandlerThread:575079 [system_info.py:probe():244] Probing system done
2023-11-16 21:39:00,481 DEBUG   HandlerThread:575079 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-88-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2023-11-17T03:39:00.426427', 'startedAt': '2023-11-17T03:38:59.952949', 'docker': None, 'cuda': '10.2.89', 'args': (), 'state': 'running', 'program': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver/ik-solver.py', 'codePathLocal': 'ik-solver.py', 'codePath': 'ik-solver.py', 'git': {'remote': 'https://github.com/jacketdembys/iksolver.git', 'commit': 'eed66bb5c0586826a0a9036b8f7221712d6c7de6'}, 'email': 'jacketdembys@yahoo.fr', 'root': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver', 'host': 'retina', 'username': 'dembysj', 'executable': '/home/retina/dembysj/.conda/envs/wcci_24/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2783.2328333333335, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 1600.062, 'min': 800.0, 'max': 4600.0}, {'current': 3757.647, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 23.990325927734375, 'used': 20.488910675048828}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 31.277503967285156}}
2023-11-16 21:39:00,482 INFO    HandlerThread:575079 [system_monitor.py:probe():224] Finished collecting system info
2023-11-16 21:39:00,482 INFO    HandlerThread:575079 [system_monitor.py:probe():227] Publishing system info
2023-11-16 21:39:00,482 DEBUG   HandlerThread:575079 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-16 21:39:00,484 DEBUG   HandlerThread:575079 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-16 21:39:00,484 DEBUG   HandlerThread:575079 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-16 21:39:01,186 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/conda-environment.yaml
2023-11-16 21:39:01,186 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/requirements.txt
2023-11-16 21:39:04,551 DEBUG   HandlerThread:575079 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-16 21:39:04,551 INFO    HandlerThread:575079 [system_monitor.py:probe():229] Finished publishing system info
2023-11-16 21:39:04,552 DEBUG   SenderThread:575079 [sender.py:send():380] send: files
2023-11-16 21:39:04,553 INFO    SenderThread:575079 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-16 21:39:04,556 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: stop_status
2023-11-16 21:39:04,556 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: stop_status
2023-11-16 21:39:04,557 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-16 21:39:04,773 DEBUG   SenderThread:575079 [sender.py:send():380] send: telemetry
2023-11-16 21:39:04,875 INFO    wandb-upload_0:575079 [upload_job.py:push():131] Uploaded file /tmp/tmpgrm6czqowandb/sth5q1vf-wandb-metadata.json
2023-11-16 21:39:05,186 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/conda-environment.yaml
2023-11-16 21:39:05,186 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/wandb-metadata.json
2023-11-16 21:39:05,459 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:05,460 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: log_artifact
2023-11-16 21:39:05,503 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:05,604 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:06,000 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,000 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,000 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,001 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,001 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,001 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,002 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,002 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,003 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,137 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:06,139 INFO    wandb-upload_0:575079 [upload_job.py:push():89] Uploaded file /home/retina/dembysj/.local/share/wandb/artifacts/staging/tmpncyl9ed7
2023-11-16 21:39:06,149 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,375 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:06,769 INFO    SenderThread:575079 [sender.py:send_request_log_artifact():1444] logged artifact Model_7DoF-7R-Panda_MLP_6-100-100-7_Adam_l2_2_qlim_scale_2 - {'id': 'QXJ0aWZhY3Q6NjQxMTEyNTk2', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExNjUzMTA4Ng==', 'latestArtifact': None}}
2023-11-16 21:39:06,770 DEBUG   SenderThread:575079 [sender.py:send():380] send: history
2023-11-16 21:39:06,770 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: summary_record
2023-11-16 21:39:06,771 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: status_report
2023-11-16 21:39:06,771 INFO    SenderThread:575079 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-16 21:39:06,772 DEBUG   SenderThread:575079 [sender.py:send():380] send: telemetry
2023-11-16 21:39:06,772 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: log_artifact
2023-11-16 21:39:06,774 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,775 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,775 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,775 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,776 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,776 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,776 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,777 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,777 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,793 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,794 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,794 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,794 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,795 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,795 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,795 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,796 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,796 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:06,948 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:06,950 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,087 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:07,187 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/output.log
2023-11-16 21:39:07,187 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/wandb-summary.json
2023-11-16 21:39:07,441 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,441 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,441 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,441 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,442 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,442 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,443 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,443 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,443 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,448 INFO    wandb-upload_0:575079 [upload_job.py:push():89] Uploaded file /home/retina/dembysj/.local/share/wandb/artifacts/staging/tmpayok0dth
2023-11-16 21:39:07,463 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,463 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,464 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,464 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,464 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,465 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,465 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,466 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,466 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,486 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,487 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,487 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,487 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,488 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,488 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,488 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,489 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,489 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,650 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:07,653 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:07,813 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:08,114 INFO    SenderThread:575079 [sender.py:send_request_log_artifact():1444] logged artifact Model_7DoF-7R-Panda_MLP_6-100-100-7_Adam_l2_2_qlim_scale_2 - {'id': 'QXJ0aWZhY3Q6NjQxMTEyNjEx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExNjUzMTA4Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjQxMTEyNTk2', 'versionIndex': 0}}}
2023-11-16 21:39:08,114 DEBUG   SenderThread:575079 [sender.py:send_request():407] send_request: log_artifact
2023-11-16 21:39:08,174 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,175 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,175 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,175 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,175 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,176 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,176 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,177 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,177 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,197 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,197 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,197 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,198 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,198 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,198 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,242 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,243 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,244 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,245 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,372 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:08,372 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: partial_history
2023-11-16 21:39:08,491 DEBUG   HandlerThread:575079 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-16 21:39:08,825 INFO    wandb-upload_0:575079 [upload_job.py:push():89] Uploaded file /home/retina/dembysj/.local/share/wandb/artifacts/staging/tmprin2j221
2023-11-16 21:39:09,188 INFO    Thread-12 :575079 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231116_213859-ot0ixqi2/files/output.log
2023-11-16 21:39:09,474 INFO    SenderThread:575079 [sender.py:send_request_log_artifact():1444] logged artifact Model_7DoF-7R-Panda_MLP_6-100-100-7_Adam_l2_2_qlim_scale_2 - {'id': 'QXJ0aWZhY3Q6NjQxMTEyNjI1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExNjUzMTA4Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjQxMTEyNjEx', 'versionIndex': 1}}}
