2023-11-17 10:53:18,168 INFO    StreamThr :621349 [internal.py:wandb_internal():86] W&B internal server running at pid: 621349, started at: 2023-11-17 10:53:18.168461
2023-11-17 10:53:18,170 DEBUG   HandlerThread:621349 [handler.py:handle_request():146] handle_request: status
2023-11-17 10:53:18,170 INFO    WriterThread:621349 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_105318-rpvlgnv9/run-rpvlgnv9.wandb
2023-11-17 10:53:18,171 DEBUG   SenderThread:621349 [sender.py:send():380] send: header
2023-11-17 10:53:18,173 DEBUG   SenderThread:621349 [sender.py:send():380] send: run
2023-11-17 10:53:18,426 INFO    SenderThread:621349 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_105318-rpvlgnv9/files
2023-11-17 10:53:18,426 INFO    SenderThread:621349 [sender.py:_start_run_threads():1122] run started: rpvlgnv9 with start time 1700239998.16846
2023-11-17 10:53:18,433 DEBUG   HandlerThread:621349 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 10:53:18,433 DEBUG   SenderThread:621349 [sender.py:send_request():407] send_request: check_version
2023-11-17 10:53:18,548 DEBUG   HandlerThread:621349 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 10:53:18,562 DEBUG   HandlerThread:621349 [system_info.py:__init__():32] System info init
2023-11-17 10:53:18,562 DEBUG   HandlerThread:621349 [system_info.py:__init__():47] System info init done
2023-11-17 10:53:18,562 INFO    HandlerThread:621349 [system_monitor.py:start():194] Starting system monitor
2023-11-17 10:53:18,562 INFO    SystemMonitor:621349 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 10:53:18,563 INFO    HandlerThread:621349 [system_monitor.py:probe():214] Collecting system info
2023-11-17 10:53:18,563 INFO    SystemMonitor:621349 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 10:53:18,564 INFO    SystemMonitor:621349 [interfaces.py:start():190] Started disk monitoring
2023-11-17 10:53:18,566 INFO    SystemMonitor:621349 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 10:53:18,567 INFO    SystemMonitor:621349 [interfaces.py:start():190] Started memory monitoring
2023-11-17 10:53:18,569 INFO    SystemMonitor:621349 [interfaces.py:start():190] Started network monitoring
2023-11-17 10:53:18,580 DEBUG   HandlerThread:621349 [system_info.py:probe():196] Probing system
2023-11-17 10:53:18,582 DEBUG   HandlerThread:621349 [system_info.py:_probe_git():181] Probing git
