2023-11-17 10:44:55,245 INFO    StreamThr :620112 [internal.py:wandb_internal():86] W&B internal server running at pid: 620112, started at: 2023-11-17 10:44:55.245329
2023-11-17 10:44:55,246 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: status
2023-11-17 10:44:55,248 INFO    WriterThread:620112 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/run-0aszz76k.wandb
2023-11-17 10:44:55,248 DEBUG   SenderThread:620112 [sender.py:send():380] send: header
2023-11-17 10:44:55,249 DEBUG   SenderThread:620112 [sender.py:send():380] send: run
2023-11-17 10:44:56,694 INFO    SenderThread:620112 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/files
2023-11-17 10:44:56,694 INFO    SenderThread:620112 [sender.py:_start_run_threads():1122] run started: 0aszz76k with start time 1700239495.245258
2023-11-17 10:44:56,699 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 10:44:56,699 DEBUG   SenderThread:620112 [sender.py:send_request():407] send_request: check_version
2023-11-17 10:44:56,807 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 10:44:56,845 DEBUG   HandlerThread:620112 [system_info.py:__init__():32] System info init
2023-11-17 10:44:56,845 DEBUG   HandlerThread:620112 [system_info.py:__init__():47] System info init done
2023-11-17 10:44:56,845 INFO    HandlerThread:620112 [system_monitor.py:start():194] Starting system monitor
2023-11-17 10:44:56,846 INFO    SystemMonitor:620112 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 10:44:56,846 INFO    HandlerThread:620112 [system_monitor.py:probe():214] Collecting system info
2023-11-17 10:44:56,847 INFO    SystemMonitor:620112 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 10:44:56,848 INFO    SystemMonitor:620112 [interfaces.py:start():190] Started disk monitoring
2023-11-17 10:44:56,849 INFO    SystemMonitor:620112 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 10:44:56,850 INFO    SystemMonitor:620112 [interfaces.py:start():190] Started memory monitoring
2023-11-17 10:44:56,851 INFO    SystemMonitor:620112 [interfaces.py:start():190] Started network monitoring
2023-11-17 10:44:56,875 DEBUG   HandlerThread:620112 [system_info.py:probe():196] Probing system
2023-11-17 10:44:56,877 DEBUG   HandlerThread:620112 [system_info.py:_probe_git():181] Probing git
2023-11-17 10:44:56,884 DEBUG   HandlerThread:620112 [system_info.py:_probe_git():189] Probing git done
2023-11-17 10:44:56,884 DEBUG   HandlerThread:620112 [system_info.py:probe():244] Probing system done
2023-11-17 10:44:56,884 DEBUG   HandlerThread:620112 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-88-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2023-11-17T16:44:56.875567', 'startedAt': '2023-11-17T16:44:55.242958', 'docker': None, 'cuda': '10.2.89', 'args': (), 'state': 'running', 'program': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver/ik-solver.py', 'codePathLocal': 'ik-solver.py', 'codePath': 'ik-solver.py', 'git': {'remote': 'https://github.com/jacketdembys/iksolver.git', 'commit': 'eed66bb5c0586826a0a9036b8f7221712d6c7de6'}, 'email': 'jacketdembys@yahoo.fr', 'root': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver', 'host': 'retina', 'username': 'dembysj', 'executable': '/home/retina/dembysj/.conda/envs/wcci_24/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3133.3355833333335, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 2400.027, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 23.990325927734375, 'used': 20.484500885009766}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 31.277503967285156}}
2023-11-17 10:44:56,884 INFO    HandlerThread:620112 [system_monitor.py:probe():224] Finished collecting system info
2023-11-17 10:44:56,884 INFO    HandlerThread:620112 [system_monitor.py:probe():227] Publishing system info
2023-11-17 10:44:56,885 DEBUG   HandlerThread:620112 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-17 10:44:56,885 DEBUG   HandlerThread:620112 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-17 10:44:56,885 DEBUG   HandlerThread:620112 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-17 10:44:57,694 INFO    Thread-12 :620112 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/files/conda-environment.yaml
2023-11-17 10:44:57,695 INFO    Thread-12 :620112 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/files/requirements.txt
2023-11-17 10:45:01,078 DEBUG   HandlerThread:620112 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-17 10:45:01,078 INFO    HandlerThread:620112 [system_monitor.py:probe():229] Finished publishing system info
2023-11-17 10:45:01,079 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: status_report
2023-11-17 10:45:01,080 DEBUG   SenderThread:620112 [sender.py:send():380] send: files
2023-11-17 10:45:01,080 INFO    SenderThread:620112 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-17 10:45:01,085 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: stop_status
2023-11-17 10:45:01,085 DEBUG   SenderThread:620112 [sender.py:send_request():407] send_request: stop_status
2023-11-17 10:45:01,087 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-17 10:45:01,357 DEBUG   SenderThread:620112 [sender.py:send():380] send: telemetry
2023-11-17 10:45:01,695 INFO    Thread-12 :620112 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/files/conda-environment.yaml
2023-11-17 10:45:01,695 INFO    Thread-12 :620112 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_104455-0aszz76k/files/wandb-metadata.json
2023-11-17 10:45:01,933 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-17 10:45:01,934 DEBUG   SenderThread:620112 [sender.py:send_request():407] send_request: log_artifact
2023-11-17 10:45:01,974 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:45:02,183 DEBUG   HandlerThread:620112 [handler.py:handle_request():146] handle_request: log_artifact
