x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6,t7
-0.0056283176,-0.24997655,0.12451118,-1.5322487,0.4878279,-2.091371,1.436619,0.7746341,-0.94265515,-1.3320389,1.2286222,1.4070266,0.05814612
-0.20187268,-0.011896346,0.5230023,-1.9443285,0.7892236,-1.757452,-0.71135974,0.8221303,0.45994115,-0.8152137,0.7351341,1.3896153,1.562916
-0.034431577,0.085176334,0.37338942,-2.3864222,0.5453844,-1.3731681,-1.2178464,0.49671483,-0.41158235,-0.44834554,-0.2058419,2.1969042,0.83077407
0.53275096,0.18245183,0.53289056,3.1219418,0.7519668,-2.1128469,-1.4643345,-0.7667608,0.6098275,-1.755333,0.78659225,0.018336635,-1.3743927
0.021518737,-0.09391273,0.3569228,-1.2020797,-0.39029786,-1.6177977,-0.047067523,0.5326184,-1.1270783,-0.39530146,-0.9385989,1.6726161,1.5731521
-0.02819714,0.04620216,0.4046252,-2.820004,-0.42102835,3.0295844,0.5598347,0.8140224,-0.52703154,-0.04316199,-0.14730442,1.8990523,0.49011588
-0.020250954,-0.09272775,0.4158461,-2.4983642,0.70829797,2.7366822,0.86444664,1.0454938,0.8340795,-0.7478105,1.2742682,1.8174673,-0.16306317
-0.18250033,0.30340964,0.36626253,-3.136278,-0.29918107,0.13156003,-1.0401325,0.69496727,0.15974629,-1.5574248,0.06896877,1.7684704,-0.12760222
-0.39685887,0.20541455,0.19084078,-2.929584,-1.3003967,0.91217494,0.50372005,-0.4133678,-0.2377137,-1.7854011,0.727448,1.6046613,-1.501857
-0.13486391,-0.090522304,0.39293236,1.4266074,1.0467174,1.4719709,-0.06765509,-0.58953875,0.48327732,-0.16585612,0.9993067,0.30289862,1.1633723
0.20342462,0.26686692,0.543731,-1.3098161,-1.1500171,2.0560775,-0.6901082,-0.5611861,0.93916774,-1.7830449,0.92322946,1.9482586,-0.3382305
-0.09375376,0.20793113,0.4587384,1.9307281,0.13900557,0.2011525,0.08205104,-0.93231237,0.30988598,-0.94545937,1.3130376,1.2236809,0.43656254
-0.09595007,-0.06928146,0.5623018,2.5303967,1.1640491,0.018954923,0.20180368,-0.40352935,1.2398775,-0.5539758,1.5051451,0.33906233,1.0597537
0.041545406,0.27197236,0.6260497,-2.4518466,0.09996123,0.7015123,0.08412373,-0.32934958,1.283869,-1.7999042,-0.8159508,2.119552,0.7102022
0.1693539,0.018909588,0.7377691,2.9798052,-0.6446233,0.8794317,-1.7160928,0.46639872,1.4631689,-1.3715043,0.54661536,0.84903467,1.022903
-0.13110133,-0.0047128424,-0.05284525,2.931341,-0.657397,-1.9978719,1.0297418,0.3615402,-1.3219777,-1.2211549,-0.8975258,0.7903341,-0.93540734
0.36574966,0.24841169,0.1626848,-2.0337152,1.0311182,0.20678148,-1.3995348,-0.29103136,-0.42233348,-1.6936113,-1.483763,1.4536194,-0.77792645
-0.010810174,0.01192601,0.3173839,0.058231406,-0.6982272,0.76564103,-1.4625899,0.48725498,1.0660987,-0.0652256,-1.6592624,1.5437386,-0.65617263
-0.05868262,-0.03481941,0.5541527,0.69991475,0.009735234,-2.4842317,0.17253745,0.40959597,1.6026299,-0.9435455,0.19777036,1.4902722,-1.1998291
0.2569756,0.12027414,0.7952305,-1.7991929,-0.7550412,3.1394413,-1.6134961,-0.04991615,1.2470517,-1.6255308,0.9049349,0.12459015,-0.05804825
-0.09914348,0.091024235,0.52550244,2.4618835,-0.85749346,-2.4201832,1.5982132,-0.7747061,1.425812,-0.88368994,0.484596,2.2503953,0.65325165
-0.16636556,0.1016217,0.19916432,2.1572034,-0.30175,2.1171572,-1.413482,-0.14675832,-0.6986691,-0.6345668,1.415405,0.10415105,-1.0091147
0.040286254,-0.061018318,0.20658942,-2.3504832,0.5826906,-2.0858073,0.8346846,1.0144608,-0.89820653,-0.8021333,0.63146496,1.3821722,-0.6874857
-0.091391176,-0.07621803,0.25153238,-0.7392067,0.9742007,-2.4563608,-0.32692957,-0.17371732,-1.4215214,-0.5897722,-0.9142787,1.1637976,1.2782874
-0.025500432,0.34795138,0.5853876,-2.0866728,0.1712254,2.4748633,-1.6028883,0.30231488,0.76030564,-1.2337015,0.19242275,0.14291914,-0.66292655
0.036920384,0.41736132,-0.065683246,2.2991395,0.8178053,2.9312785,-0.77845985,-0.18065572,-0.9919953,-1.7684739,-1.3084831,0.01848184,0.9897108
-0.0050092787,0.063366994,0.33224615,3.0529487,0.5408243,-2.2563066,0.5521352,-0.3623957,-0.6976601,-0.0972805,-0.3037765,2.2210429,-0.2378521
-0.2176916,-0.044576332,0.06923107,-0.2025776,1.3591061,2.9772778,0.88650656,0.7356645,-1.4437913,-1.4810989,1.6336606,1.813947,0.11842561
-0.05274008,-0.2601512,0.5611458,0.41406348,1.4458348,0.5381747,1.0023477,1.0013342,0.73330593,-1.4851727,1.3939214,1.424058,-0.5218413
-0.08775205,-0.00070814416,0.14983553,-2.4355805,0.13284011,-1.553133,0.7276199,-0.011587501,-1.0846128,-0.9641951,-0.5989138,1.483968,-0.121207
0.07024255,-0.07708247,0.26936728,1.6038883,0.23047549,-1.8214883,-0.17777133,0.82906485,-1.1670053,-0.12851119,-1.3792236,1.1921296,-1.5696539
0.056533694,-0.121727265,0.38029653,-1.383453,0.33456996,-2.1390836,1.6684413,-0.9953333,0.8378117,-0.12600589,1.5605259,0.65544945,1.2114284
-0.12457533,0.087669864,0.42062563,-1.9120961,0.8232117,0.14029112,-0.69670665,0.15477085,0.39919782,-0.9727959,-1.1061659,1.7722566,0.9950595
-0.14744465,0.26517868,0.19063608,-2.137241,0.41496545,0.5596093,-0.9854739,0.24662161,-0.2959677,-1.2319249,-1.1154947,0.9741938,-0.066951394
0.044868626,-0.0031378418,0.43819577,-2.5429149,-0.45770675,-2.1347458,1.1283431,0.023695588,0.95032287,-0.34055912,0.8489208,1.3434116,1.0205791
-0.25901824,0.17433287,0.18287347,0.046116587,0.7499106,1.521232,-0.5142064,0.3191775,-0.5701113,-1.0327013,1.5871592,1.2993695,1.1455448
0.122569755,-0.06802212,0.34457964,1.6546777,-0.072432086,-1.6754507,0.91331935,0.1929928,1.6523759,-0.34457064,0.8022163,0.5829238,-0.5865171
0.078122556,-0.05051791,0.6311388,2.7355616,0.20419222,2.9155812,-1.3295189,-0.22765559,1.6959584,-1.3602444,-1.204805,2.06927,1.7343793
-0.014866747,0.058702186,0.1038738,0.29960185,-0.03441674,1.8838575,-0.8848284,0.7739458,-1.7074299,-0.8576211,1.2603242,1.3167548,0.56877947
0.0042269155,0.07982305,0.4405351,-2.5840445,-0.07536677,-1.3248384,-0.12081075,-0.56068707,1.2806709,-0.45754278,1.3495247,2.2377765,0.93855214
-0.3051747,-0.02517359,0.17956334,-1.668274,1.0793202,2.98801,1.6886964,-0.8020066,-0.5027003,-1.2640779,1.590914,2.236524,0.9328227
0.08894434,-0.10598713,0.05562248,-2.7142558,0.73448753,0.28841537,-0.3953966,0.29847443,-1.5535401,-0.7760297,0.66167665,0.20229782,-1.5098395
-0.14050488,0.2483224,0.4171691,-1.0843954,0.4838057,1.1814156,-1.1337171,0.044538736,0.44501686,-0.90470046,-1.7382554,0.5288368,-0.0011965036
-0.07035659,0.1923427,0.23375657,-2.347857,-0.73201084,3.049796,-0.78453475,-0.67814565,-0.60044444,-0.948729,1.6419864,1.4767741,-1.5437989
-0.023345627,-0.040443175,0.2932145,-3.0625193,-0.81808424,-0.40893614,-1.29266,0.64935327,0.6610937,-0.29148078,0.18554962,1.2737128,-0.4287268
-0.13146298,0.0409171,0.1221152,-0.64541733,0.4200282,2.1344032,0.33126235,0.28549206,-1.1928322,-0.84411514,1.5890856,1.964417,1.1095514
0.10019557,0.2691121,0.45747253,1.1653454,0.95791966,-3.0524163,-1.2061956,-0.14187759,0.33928227,-1.5332291,-1.5126116,2.24379,0.88705087
0.3207487,0.27238196,0.20916554,1.5706053,-1.1349723,1.5913129,-1.3375723,-0.6880529,-0.5008962,-1.4225042,0.39234447,0.83638966,0.9004259
