x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6,t7
0.054789584,-0.09475622,0.25130257,-0.4393527,0.56984884,-2.5238073,2.0308049,0.19792068,-0.95353985,-0.6367302,2.110697,1.3786813,-0.16978312
0.116966315,0.0652223,0.13930638,2.8057234,1.0469526,-1.116503,0.08345604,-1.3525959,-1.9140439,-0.9898635,-1.4257815,2.5356064,-0.10827947
-0.17213503,0.27560517,0.4632712,0.1786235,-1.100589,2.6409187,0.8187282,0.50664663,2.2041075,-1.315629,-0.96300185,2.7455177,0.0890944
-0.09701298,0.057670176,0.19546157,2.5011373,1.1258847,-2.1104987,0.904608,-0.81616133,-0.1326201,-0.6305406,1.9642203,2.8650048,0.9003012
0.24434006,0.28284276,-0.018147629,-2.9741564,-0.027148262,1.8996519,-1.0058352,0.12777174,-1.3194445,-2.168781,1.0236497,1.7582605,-1.0812159
-0.19144496,-0.3410157,0.14175117,-2.8251662,0.78015614,-0.49065188,1.8013198,-0.3182311,-0.56336546,-1.5105762,0.9512608,0.6918299,-0.25862432
-0.2699548,-0.13929352,0.22231866,0.67207533,-0.5228289,-2.7479692,0.5514276,-0.30122268,-0.26133466,-0.70077074,-0.6499549,0.81412494,-2.2259445
0.4820497,-0.00010573864,0.61164176,-2.7334857,0.20319723,0.6189639,-0.63926864,-0.41235262,2.069019,-2.0368638,0.64754295,2.1852725,2.2389057
0.026273768,0.065874636,0.38417593,0.1384798,-1.0815057,1.0604553,1.8161409,-1.1685859,-0.20291758,-0.25371814,-1.9683965,2.3009531,0.42347574
-0.18355398,0.41487077,0.24066041,-1.7127141,-0.14820527,1.5769712,0.08200669,-0.90496045,-0.011203766,-1.3841019,0.047280073,0.7829696,-1.4731582
-0.4349231,0.4539746,0.22405067,-3.0135415,0.39643452,1.4031003,0.09463525,0.09580171,-0.29891872,-2.4442377,-0.153162,0.82157755,0.05563426
-0.14730296,0.12833197,0.28238785,-1.0256389,-0.016609708,1.5323584,-1.3698348,-0.49041247,1.2416034,-0.17798519,0.70144725,0.3999244,-1.5591393
-0.16736327,0.069218196,0.26521432,0.7617734,-0.09927793,1.6185977,-0.7977536,-0.57745075,-0.9237726,-0.33374524,0.8205621,0.16129246,0.66790557
0.40517783,-0.15627307,0.45813495,-1.1134686,0.73788273,1.9586507,-2.1504023,-0.5569643,0.518991,-1.9933373,0.94484043,1.9257816,-0.87783563
-0.10457122,-0.17194065,0.25315988,2.701781,1.0442059,0.32842302,1.6513469,-1.1782577,-0.5277381,-0.7145716,1.1447456,0.48759824,-0.46722066
0.05560989,-0.02935056,0.7096129,1.4492693,1.093255,0.7444698,-0.50339746,0.02240634,1.5492687,-0.9236032,-1.9780879,0.025782328,-1.1378442
0.5225933,0.036487535,0.07240925,1.4937134,1.1327837,2.4138093,-2.1612923,0.99926805,-1.9532328,-2.3963597,-0.20036077,1.3886927,-0.73011816
0.046231486,-0.123654254,0.5509614,-2.2422018,-1.2825375,2.9355946,1.0548832,0.53918695,1.2315915,-0.61909294,2.2498586,1.2033073,1.7366669
-0.50720537,-0.2973033,0.40056878,1.7491958,-0.755341,-2.033355,0.38094234,1.3175845,0.5270984,-2.411919,-0.9384407,1.8421823,-1.1797171
0.10333115,0.15988022,0.66102237,3.1314054,0.41169032,-1.3806254,0.4463601,0.5190221,1.9634359,-0.8685496,0.51516414,0.37737146,1.6846998
0.010011271,0.05100246,0.49515912,-1.356773,0.04524783,0.21254379,0.47949123,-0.007755041,1.2172687,-0.8878708,-0.911342,2.5908182,1.3560681
-0.28328168,0.269085,0.11109207,-0.8598901,0.07600039,-2.9404693,2.2538059,-1.1412524,-2.1564882,-1.6563294,0.020627022,2.7416275,0.32888865
-0.3335535,-0.056938305,0.747314,0.48619717,0.18628202,0.11027684,0.73944545,1.1335306,1.6717877,-2.016026,1.127193,1.1099632,-0.9298676
0.050237104,-0.030936107,0.33464164,2.2319617,-0.7102061,-0.18523003,-1.3326999,-0.7991815,-1.5333774,-0.1150682,-0.639022,2.1764958,-0.34986484
0.019810777,-0.09227691,0.26565012,-1.2636824,-1.1241918,3.0809438,0.34909415,0.6162038,-1.9642144,-0.3938775,-0.07773185,1.7826535,1.6664078
