x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6,t7
-0.010080796,-0.1957655,0.7951671,-1.5633894,1.0963588,3.0883846,2.114683,1.7245932,1.7637985,-1.5474786,-1.453669,0.20121244,1.2371471
0.3273386,-0.1696249,0.23962845,-0.29597256,0.20950434,1.6230567,-1.1789485,-1.7509389,-0.17318869,-1.647039,0.31925464,2.9928482,-2.5720685
-0.22326979,-0.16365542,0.62268674,2.3581188,-0.6894652,1.9617499,-1.7149531,-0.7317089,2.380942,-0.88174105,-0.049175262,0.70023596,-2.8741007
0.035593607,-0.015210003,0.24669264,0.39173245,-0.23073271,-1.7704439,-2.6794908,0.7582097,-2.8605025,-0.13357782,-1.7946689,3.0332177,-1.6446316
-0.5981102,0.07472305,0.19632158,-2.264061,0.15444362,0.23844153,2.4266765,-1.3736289,-0.4436214,-2.6557946,-0.4692974,1.2236233,-0.032292128
0.04698992,-0.06855865,0.3445924,1.7523123,0.90671617,1.0531815,2.130201,-0.79998493,-0.90752745,-0.48600817,1.9651263,1.7551703,-1.355081
0.07070269,-0.020400994,0.45331302,-1.1512744,-0.5782775,-1.0429657,-1.108239,0.5108278,0.6300857,-0.42798114,-2.3034492,3.0408692,-0.982533
0.15673776,0.25265333,0.20006491,2.3984723,-0.24562857,-0.6345967,-1.9186299,0.5361872,-0.66982365,-1.0554111,-1.1825346,2.9853034,-1.5212761
0.18863085,-0.08820626,0.5845714,-0.7552986,0.6261813,-1.0070837,-1.1830661,-0.27604437,1.5761292,-0.9028027,-0.3377738,3.2355127,0.7222619
0.11315971,0.04254721,0.4763866,-1.0844711,0.2922648,-1.7941878,2.0196302,-0.26107776,2.1762516,-0.34207034,-0.7341602,0.76573706,-1.4436333
0.29163504,0.5703429,0.168624,-0.2039599,-0.6129874,2.0842724,-1.4561837,0.89585876,-1.5973762,-2.9492588,0.51073,2.4698596,2.6046312
-0.21483925,-0.60938615,0.059230976,0.59489137,0.3250731,2.3574119,-2.3699427,-0.8255413,-2.01483,-2.5281467,-1.6835686,0.50257,0.15509844
-0.023802496,0.02698797,0.25361228,2.8418543,-0.7015783,-0.04758702,1.7252367,0.82482314,-2.6190343,-0.79437137,2.7213461,3.011259,-1.5452095
-0.0701812,-0.48256737,0.14928795,0.5681354,0.5111343,-0.039201323,2.5986564,0.64834976,-2.6051917,-2.388935,-0.9008807,2.6281369,0.27938032
0.6433538,0.4207101,0.513249,-2.710423,-0.50397563,-2.3686008,0.22201848,-1.1583029,2.089558,-3.0390992,-2.3667815,0.34266803,0.9394443
0.12308587,0.2019005,0.40781078,-2.647084,-0.22829244,-1.5351166,-1.2103676,-1.36604,0.259279,-0.6007378,-2.6961827,1.507864,-2.806048
-0.16990882,-0.17023796,0.29764792,3.0109835,-0.4812616,2.597727,2.668275,-1.3407716,-0.029906273,-0.8541148,1.6184628,3.0375285,2.1209438
0.0012623966,-0.014729276,0.20230818,-1.1979063,-0.6622116,1.9337507,1.5524533,1.108501,1.8850043,-0.1731677,2.4855392,2.6424284,-1.2593001
-0.7367662,-0.053239644,0.64491963,1.9922985,-0.5506929,1.5205584,0.18882537,1.5194232,2.0697138,-2.7501178,1.1576636,0.42196074,-2.1910133
-0.43076006,-0.35165584,0.29387727,-1.9749819,0.5528047,-2.7329278,0.42488742,1.3547626,-0.20950389,-2.1762183,1.4159386,2.0299115,1.2674863
-0.0055350214,0.009657379,0.3780253,-0.9921639,0.29616243,-0.767735,1.049504,-1.686669,-0.016086102,-0.5370641,-1.5148935,2.3367941,0.94193316
0.3397495,-0.5585347,0.51255506,-1.5236485,-0.89370596,2.1659381,2.6701534,0.81478834,0.9208574,-2.5289285,1.8673565,1.1940037,1.1960933
0.092689626,0.72004735,0.11374454,3.1204503,0.28968844,-1.5816013,0.656919,-0.84193707,-1.3629172,-2.7292724,-2.1067307,1.5836484,-2.749537
0.088904336,0.04242389,0.12564753,-1.1181862,-0.5058745,-2.9959493,-1.7049005,-0.2450819,-1.2509065,-1.3080599,-2.1308541,3.1513865,1.882108
0.32263234,-0.004108548,0.18144684,2.5519228,-0.17844746,-0.23859559,-1.4528598,1.5532875,-2.6198115,-0.86050797,-0.61488366,1.0921177,-2.5426815
-0.0924581,0.005472645,0.2755131,-2.9406497,0.19843349,3.0582235,1.2703078,-0.98459905,0.8450382,-0.28646874,2.3709657,2.7446668,1.3324301
