x,y,z,R,P,Y,t1,t2,t3,t4,t5,t6,t7
-0.072927624,-0.14158154,0.27028263,-2.975274,0.244499,-0.17263459,-0.004338205,0.18912667,-0.47691298,-0.5350857,-0.22317746,0.4745934,-0.011480749
-0.043825828,-0.20194298,0.31893632,3.0548368,-0.63661575,-0.050238583,0.45943934,-0.031287283,0.15332955,-0.4048826,-0.11389968,0.013342563,-0.38375896
0.009976286,-0.17207736,0.3297891,-2.9740567,-0.38021657,0.19933018,-0.2388624,0.013059944,0.22907674,-0.13403445,-0.39283252,0.20933485,0.21046591
0.009236194,-0.1249493,0.3055221,2.4797761,-0.6695387,-1.0360342,0.48116773,-0.0725562,0.4336087,-0.36254597,0.061313927,0.7148569,-0.537538
-0.009699047,-0.17423075,0.30868754,-2.9188416,-0.50820273,0.35589734,-0.36478537,-0.089255065,-0.22586933,-0.054789126,-0.37558728,0.19995905,-0.40482676
-0.08012288,-0.1297394,0.3001675,-2.8600147,-0.4480573,0.5873837,-0.5426897,-0.20580152,0.49809355,-0.180206,0.2808432,0.39332703,-0.29707414
-0.09046072,-0.1063292,0.30055118,2.8135657,0.41567528,0.2435904,0.098033965,-0.32918018,-0.41869056,-0.46891963,0.3655966,0.59453833,-0.25698292
0.050667964,-0.115799695,0.28547257,2.7300794,-0.73501515,-0.83662987,-0.020907938,0.22548127,0.57604975,-0.19501656,0.078279495,0.62626785,-0.34118113
-0.08697978,-0.11881229,0.28585872,2.9556038,0.2613701,0.18357609,0.10797691,-0.27333903,-0.40160832,-0.46923593,0.26218522,0.5251113,-0.3432383
0.026544258,-0.12721547,0.3829946,-2.6909223,0.61173385,-0.8452861,0.17505574,0.19354367,-0.07313657,-0.3026973,0.13426113,0.6073769,0.5563839
0.031750344,-0.1397669,0.3447987,2.9680383,0.3277168,-0.05111462,-0.44653732,-0.1292013,0.22772932,-0.065431535,0.50424105,0.7061411,0.115318835
-0.14436191,-0.054788962,0.2706701,2.7831273,0.031189395,0.5566978,-0.50387913,0.032432556,-0.36250663,-0.5939288,0.5148364,0.66014934,-0.57801694
-0.11509031,-0.1610683,0.34354803,2.9913538,0.5037065,0.29523015,0.10845673,-0.059391677,-0.095354855,-0.45157635,0.22283083,0.1502073,0.21242112
-0.05962296,-0.16480315,0.35497716,3.1160989,-0.45256132,-0.46634445,0.29303223,0.2523852,0.21666259,-0.6112745,-0.375887,0.5617378,0.12127954
-0.09126476,-0.12827677,0.2717033,-1.9695727,-0.9443422,1.0972258,-0.45201918,-0.20300892,0.5451166,-0.111881435,-0.2526545,0.27861753,-0.55198234
-0.106442794,-0.13811627,0.33680052,2.7444606,0.8003402,0.56995267,-0.010415077,-0.26549584,-0.44696215,-0.33069998,0.08700144,0.21911119,0.34383225
