2023-11-17 10:01:55,199 INFO    StreamThr :614907 [internal.py:wandb_internal():86] W&B internal server running at pid: 614907, started at: 2023-11-17 10:01:55.198494
2023-11-17 10:01:55,204 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: status
2023-11-17 10:01:55,208 INFO    WriterThread:614907 [datastore.py:open_for_write():85] open: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/run-trols5wv.wandb
2023-11-17 10:01:55,213 DEBUG   SenderThread:614907 [sender.py:send():380] send: header
2023-11-17 10:01:55,220 DEBUG   SenderThread:614907 [sender.py:send():380] send: run
2023-11-17 10:01:55,526 INFO    SenderThread:614907 [dir_watcher.py:__init__():211] watching files in: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/files
2023-11-17 10:01:55,526 INFO    SenderThread:614907 [sender.py:_start_run_threads():1122] run started: trols5wv with start time 1700236915.198602
2023-11-17 10:01:55,534 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: check_version
2023-11-17 10:01:55,534 DEBUG   SenderThread:614907 [sender.py:send_request():407] send_request: check_version
2023-11-17 10:01:55,668 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: run_start
2023-11-17 10:01:55,697 DEBUG   HandlerThread:614907 [system_info.py:__init__():32] System info init
2023-11-17 10:01:55,697 DEBUG   HandlerThread:614907 [system_info.py:__init__():47] System info init done
2023-11-17 10:01:55,697 INFO    HandlerThread:614907 [system_monitor.py:start():194] Starting system monitor
2023-11-17 10:01:55,698 INFO    SystemMonitor:614907 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-17 10:01:55,698 INFO    HandlerThread:614907 [system_monitor.py:probe():214] Collecting system info
2023-11-17 10:01:55,698 INFO    SystemMonitor:614907 [interfaces.py:start():190] Started cpu monitoring
2023-11-17 10:01:55,699 INFO    SystemMonitor:614907 [interfaces.py:start():190] Started disk monitoring
2023-11-17 10:01:55,700 INFO    SystemMonitor:614907 [interfaces.py:start():190] Started gpu monitoring
2023-11-17 10:01:55,701 INFO    SystemMonitor:614907 [interfaces.py:start():190] Started memory monitoring
2023-11-17 10:01:55,702 INFO    SystemMonitor:614907 [interfaces.py:start():190] Started network monitoring
2023-11-17 10:01:55,743 DEBUG   HandlerThread:614907 [system_info.py:probe():196] Probing system
2023-11-17 10:01:55,748 DEBUG   HandlerThread:614907 [system_info.py:_probe_git():181] Probing git
2023-11-17 10:01:55,763 DEBUG   HandlerThread:614907 [system_info.py:_probe_git():189] Probing git done
2023-11-17 10:01:55,763 DEBUG   HandlerThread:614907 [system_info.py:probe():244] Probing system done
2023-11-17 10:01:55,763 DEBUG   HandlerThread:614907 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-88-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2023-11-17T16:01:55.743520', 'startedAt': '2023-11-17T16:01:55.128811', 'docker': None, 'cuda': '10.2.89', 'args': (), 'state': 'running', 'program': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver/ik-solver.py', 'codePathLocal': 'ik-solver.py', 'codePath': 'ik-solver.py', 'git': {'remote': 'https://github.com/jacketdembys/iksolver.git', 'commit': 'eed66bb5c0586826a0a9036b8f7221712d6c7de6'}, 'email': 'jacketdembys@yahoo.fr', 'root': '/home/retina/dembysj/Dropbox/WCCI2024/iksolver', 'host': 'retina', 'username': 'dembysj', 'executable': '/home/retina/dembysj/.conda/envs/wcci_24/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3177.9081666666666, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 2763.532, 'min': 800.0, 'max': 4600.0}, {'current': 2622.576, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 3200.0, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 23.990325927734375, 'used': 20.484580993652344}}, 'gpu': 'NVIDIA GeForce RTX 2060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 2060', 'memory_total': 6442450944}], 'memory': {'total': 31.277503967285156}}
2023-11-17 10:01:55,763 INFO    HandlerThread:614907 [system_monitor.py:probe():224] Finished collecting system info
2023-11-17 10:01:55,763 INFO    HandlerThread:614907 [system_monitor.py:probe():227] Publishing system info
2023-11-17 10:01:55,763 DEBUG   HandlerThread:614907 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-17 10:01:55,764 DEBUG   HandlerThread:614907 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-17 10:01:55,765 DEBUG   HandlerThread:614907 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-17 10:01:56,528 INFO    Thread-12 :614907 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/files/conda-environment.yaml
2023-11-17 10:01:56,528 INFO    Thread-12 :614907 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/files/requirements.txt
2023-11-17 10:01:59,913 DEBUG   HandlerThread:614907 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-17 10:01:59,914 INFO    HandlerThread:614907 [system_monitor.py:probe():229] Finished publishing system info
2023-11-17 10:01:59,915 DEBUG   SenderThread:614907 [sender.py:send():380] send: files
2023-11-17 10:01:59,915 INFO    SenderThread:614907 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-17 10:01:59,918 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-17 10:01:59,919 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: stop_status
2023-11-17 10:01:59,919 DEBUG   SenderThread:614907 [sender.py:send_request():407] send_request: stop_status
2023-11-17 10:02:00,141 DEBUG   SenderThread:614907 [sender.py:send():380] send: telemetry
2023-11-17 10:02:00,283 INFO    wandb-upload_0:614907 [upload_job.py:push():131] Uploaded file /tmp/tmp3k_gdefgwandb/29lg9157-wandb-metadata.json
2023-11-17 10:02:00,527 INFO    Thread-12 :614907 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/files/conda-environment.yaml
2023-11-17 10:02:00,527 INFO    Thread-12 :614907 [dir_watcher.py:_on_file_created():271] file/dir created: /home/retina/dembysj/Dropbox/WCCI2024/iksolver/wandb/run-20231117_100155-trols5wv/files/wandb-metadata.json
2023-11-17 10:02:00,719 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-17 10:02:00,720 DEBUG   SenderThread:614907 [sender.py:send_request():407] send_request: log_artifact
2023-11-17 10:02:00,721 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:00,966 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-17 10:02:01,322 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,322 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,323 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,323 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,323 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,323 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,324 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,324 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,324 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,444 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-17 10:02:01,445 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,483 INFO    wandb-upload_0:614907 [upload_job.py:push():89] Uploaded file /home/retina/dembysj/.local/share/wandb/artifacts/staging/tmp3souyxat
2023-11-17 10:02:01,574 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: log_artifact
2023-11-17 10:02:01,950 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,951 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,951 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,952 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,952 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,952 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,953 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,953 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,954 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,973 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
2023-11-17 10:02:01,974 DEBUG   HandlerThread:614907 [handler.py:handle_request():146] handle_request: partial_history
